date,x_j,y_j,p_j,n_j
2023-03-21T00:00:00,1679356800000,0.237,-5.2,-0.013
2023-03-22T00:00:00,1679443200000,0.327,37.975,0.09
2023-03-23T00:00:00,1679529600000,0.3,-8.257,-0.027
2023-03-24T00:00:00,1679616000000,0.286,-4.667,-0.014
2023-03-27T00:00:00,1679875200000,0.293,2.448,0.007
2023-03-28T00:00:00,1679961600000,0.319,8.874,0.026
2023-03-29T00:00:00,1680048000000,0.3,-5.956,-0.019
2023-03-30T00:00:00,1680134400000,0.321,7.0,0.021
2023-03-31T00:00:00,1680220800000,0.324,0.935,0.003
2023-04-03T00:00:00,1680480000000,0.376,16.049,0.052
2023-04-04T00:00:00,1680566400000,0.402,6.915,0.026
2023-04-05T00:00:00,1680652800000,0.473,17.662,0.071
2023-04-06T00:00:00,1680739200000,0.47,-0.634,-0.003
2023-04-07T00:00:00,1680825600000,0.461,-1.915,-0.009
2023-04-10T00:00:00,1681084800000,0.462,0.217,0.001
2023-04-11T00:00:00,1681171200000,0.452,-2.165,-0.01
2023-04-12T00:00:00,1681257600000,0.466,3.097,0.014
2023-04-13T00:00:00,1681344000000,0.471,1.073,0.005
2023-04-14T00:00:00,1681430400000,0.471,0.0,0.0
2023-04-17T00:00:00,1681689600000,0.483,2.548,0.012
2023-04-18T00:00:00,1681776000000,0.476,-1.449,-0.007
2023-04-19T00:00:00,1681862400000,0.476,0.0,0.0
2023-04-20T00:00:00,1681948800000,0.471,-1.05,-0.005
2023-04-21T00:00:00,1682035200000,0.467,-0.849,-0.004
2023-04-24T00:00:00,1682294400000,0.47,0.642,0.003
2023-04-25T00:00:00,1682380800000,0.484,2.979,0.014
2023-04-26T00:00:00,1682467200000,0.456,-5.785,-0.028
2023-04-27T00:00:00,1682553600000,0.463,1.535,0.007
2023-04-28T00:00:00,1682640000000,0.398,-14.039,-0.065
2023-05-01T00:00:00,1682899200000,0.401,0.754,0.003
2023-05-02T00:00:00,1682985600000,0.421,4.988,0.02
2023-05-08T00:00:00,1683504000000,0.411,-2.375,-0.01
2023-05-09T00:00:00,1683590400000,0.425,3.406,0.014
2023-05-10T00:00:00,1683676800000,0.412,-3.059,-0.013
2023-05-11T00:00:00,1683763200000,0.391,-5.097,-0.021
2023-05-12T00:00:00,1683849600000,0.386,-1.279,-0.005
2023-05-15T00:00:00,1684108800000,0.41,6.218,0.024
2023-05-16T00:00:00,1684195200000,0.396,-3.415,-0.014
2023-05-17T00:00:00,1684281600000,0.361,-8.838,-0.035
2023-05-18T00:00:00,1684368000000,0.386,6.925,0.025
2023-05-19T00:00:00,1684454400000,0.401,3.886,0.015
2023-05-22T00:00:00,1684713600000,0.387,-3.491,-0.014
2023-05-23T00:00:00,1684800000000,0.398,2.842,0.011
2023-05-24T00:00:00,1684886400000,0.406,2.01,0.008
2023-05-25T00:00:00,1684972800000,0.427,5.172,0.021
2023-05-26T00:00:00,1685059200000,0.421,-1.405,-0.006
2023-05-29T00:00:00,1685318400000,0.435,3.325,0.014
2023-05-30T00:00:00,1685404800000,0.436,0.23,0.001
2023-05-31T00:00:00,1685491200000,0.431,-1.147,-0.005
2023-06-01T00:00:00,1685577600000,0.421,-2.32,-0.01
2023-06-02T00:00:00,1685664000000,0.416,-1.188,-0.005
2023-06-05T00:00:00,1685923200000,0.436,4.808,0.02
2023-06-06T00:00:00,1686009600000,0.425,-2.523,-0.011
2023-06-07T00:00:00,1686096000000,0.415,-2.353,-0.01
2023-06-08T00:00:00,1686182400000,0.437,5.301,0.022
2023-06-09T00:00:00,1686268800000,0.432,-1.144,-0.005
2023-06-12T00:00:00,1686528000000,0.426,-1.389,-0.006
2023-06-13T00:00:00,1686614400000,0.421,-1.174,-0.005
2023-06-14T00:00:00,1686700800000,0.431,2.375,0.01
2023-06-15T00:00:00,1686787200000,0.426,-1.16,-0.005
2023-06-16T00:00:00,1686873600000,0.406,-4.695,-0.02
2023-06-19T00:00:00,1687132800000,0.396,-2.463,-0.01
2023-06-20T00:00:00,1687219200000,0.387,-2.273,-0.009
2023-06-21T00:00:00,1687305600000,0.375,-3.101,-0.012
2023-06-22T00:00:00,1687392000000,0.371,-1.067,-0.004
2023-06-23T00:00:00,1687478400000,0.367,-1.078,-0.004
2023-06-26T00:00:00,1687737600000,0.354,-3.542,-0.013
2023-06-27T00:00:00,1687824000000,0.372,5.085,0.018
2023-06-28T00:00:00,1687910400000,0.39,4.839,0.018
2023-06-29T00:00:00,1687996800000,0.382,-2.051,-0.008
2023-06-30T00:00:00,1688083200000,0.396,3.665,0.014
2023-07-03T00:00:00,1688342400000,0.401,1.263,0.005
2023-07-04T00:00:00,1688428800000,0.376,-6.234,-0.025
2023-07-05T00:00:00,1688515200000,0.381,1.33,0.005
2023-07-06T00:00:00,1688601600000,0.406,6.562,0.025
2023-07-07T00:00:00,1688688000000,0.441,8.621,0.035
2023-07-10T00:00:00,1688947200000,0.467,5.896,0.026
2023-07-11T00:00:00,1689033600000,0.451,-3.426,-0.016
2023-07-12T00:00:00,1689120000000,0.477,5.765,0.026
2023-07-13T00:00:00,1689206400000,0.47,-1.468,-0.007
2023-07-14T00:00:00,1689292800000,0.48,2.128,0.01
2023-07-17T00:00:00,1689552000000,0.486,1.25,0.006
2023-07-18T00:00:00,1689638400000,0.48,-1.235,-0.006
2023-07-19T00:00:00,1689724800000,0.467,-2.708,-0.013
2023-07-20T00:00:00,1689811200000,0.462,-1.071,-0.005
2023-07-21T00:00:00,1689897600000,0.48,3.896,0.018
2023-07-24T00:00:00,1690156800000,0.458,-4.583,-0.022
2023-07-25T00:00:00,1690243200000,0.461,0.655,0.003
2023-07-26T00:00:00,1690329600000,0.449,-2.603,-0.012
2023-07-27T00:00:00,1690416000000,0.441,-1.782,-0.008
2023-07-28T00:00:00,1690502400000,0.556,26.077,0.115
2023-07-31T00:00:00,1690761600000,0.604,8.633,0.048
2023-08-01T00:00:00,1690848000000,0.596,-1.325,-0.008
2023-08-02T00:00:00,1690934400000,0.627,5.201,0.031
2023-08-03T00:00:00,1691020800000,0.652,3.987,0.025
2023-08-04T00:00:00,1691107200000,0.643,-1.38,-0.009
2023-08-07T00:00:00,1691366400000,0.625,-2.799,-0.018
2023-08-08T00:00:00,1691452800000,0.613,-1.92,-0.012
2023-08-09T00:00:00,1691539200000,0.572,-6.688,-0.041
2023-08-10T00:00:00,1691625600000,0.589,2.972,0.017
2023-08-14T00:00:00,1691971200000,0.621,5.433,0.032
2023-08-15T00:00:00,1692057600000,0.626,0.805,0.005
2023-08-16T00:00:00,1692144000000,0.63,0.639,0.004
2023-08-17T00:00:00,1692230400000,0.651,3.333,0.021
2023-08-18T00:00:00,1692316800000,0.63,-3.226,-0.021
2023-08-21T00:00:00,1692576000000,0.652,3.492,0.022
2023-08-22T00:00:00,1692662400000,0.67,2.761,0.018
2023-08-23T00:00:00,1692748800000,0.678,1.194,0.008
2023-08-24T00:00:00,1692835200000,0.651,-3.982,-0.027
2023-08-25T00:00:00,1692921600000,0.657,0.922,0.006
2023-08-28T00:00:00,1693180800000,0.666,1.37,0.009
2023-08-29T00:00:00,1693267200000,0.646,-3.003,-0.02
2023-08-30T00:00:00,1693353600000,0.656,1.548,0.01
2023-08-31T00:00:00,1693440000000,0.651,-0.762,-0.005
2023-09-01T00:00:00,1693526400000,0.632,-2.919,-0.019
2023-09-04T00:00:00,1693785600000,0.642,1.582,0.01
2023-09-05T00:00:00,1693872000000,0.656,2.181,0.014
2023-09-06T00:00:00,1693958400000,0.656,0.0,0.0
2023-09-07T00:00:00,1694044800000,0.66,0.61,0.004
2023-09-08T00:00:00,1694131200000,0.647,-1.97,-0.013
2023-09-11T00:00:00,1694390400000,0.706,9.119,0.059
2023-09-12T00:00:00,1694476800000,0.71,0.567,0.004
2023-09-13T00:00:00,1694563200000,0.71,0.0,0.0
2023-09-14T00:00:00,1694649600000,0.711,0.141,0.001
2023-09-15T00:00:00,1694736000000,0.705,-0.844,-0.006
2023-09-18T00:00:00,1694995200000,0.717,1.702,0.012
2023-09-19T00:00:00,1695081600000,0.721,0.558,0.004
2023-09-20T00:00:00,1695168000000,0.725,0.555,0.004
2023-09-21T00:00:00,1695254400000,0.746,2.897,0.021
2023-09-22T00:00:00,1695340800000,0.746,0.0,0.0
2023-09-25T00:00:00,1695600000000,0.73,-2.145,-0.016
2023-09-26T00:00:00,1695686400000,0.745,2.055,0.015
2023-09-27T00:00:00,1695772800000,0.741,-0.537,-0.004
2023-09-28T00:00:00,1695859200000,0.756,2.024,0.015
2023-09-29T00:00:00,1695945600000,0.771,1.984,0.015
2023-10-02T00:00:00,1696204800000,0.777,0.778,0.006
2023-10-03T00:00:00,1696291200000,0.762,-1.931,-0.015
2023-10-04T00:00:00,1696377600000,0.806,5.774,0.044
2023-10-05T00:00:00,1696464000000,0.805,-0.124,-0.001
2023-10-06T00:00:00,1696550400000,0.8,-0.621,-0.005
2023-10-09T00:00:00,1696809600000,0.804,0.5,0.004
2023-10-10T00:00:00,1696896000000,0.776,-3.483,-0.028
2023-10-11T00:00:00,1696982400000,0.774,-0.258,-0.002
2023-10-12T00:00:00,1697068800000,0.755,-2.455,-0.019
2023-10-13T00:00:00,1697155200000,0.762,0.927,0.007
2023-10-16T00:00:00,1697414400000,0.752,-1.312,-0.01
2023-10-17T00:00:00,1697500800000,0.782,3.989,0.03
2023-10-18T00:00:00,1697587200000,0.809,3.453,0.027
2023-10-19T00:00:00,1697673600000,0.845,4.45,0.036
2023-10-20T00:00:00,1697760000000,0.841,-0.473,-0.004
2023-10-23T00:00:00,1698019200000,0.869,3.329,0.028
2023-10-24T00:00:00,1698105600000,0.846,-2.647,-0.023
2023-10-25T00:00:00,1698192000000,0.855,1.064,0.009
2023-10-26T00:00:00,1698278400000,0.886,3.626,0.031
2023-10-27T00:00:00,1698364800000,0.873,-1.467,-0.013
2023-10-30T00:00:00,1698624000000,0.892,2.176,0.019
2023-10-31T00:00:00,1698710400000,0.951,6.614,0.059
2023-11-01T00:00:00,1698796800000,0.956,0.526,0.005
2023-11-02T00:00:00,1698883200000,0.916,-4.184,-0.04
2023-11-06T00:00:00,1699228800000,0.875,-4.476,-0.041
2023-11-07T00:00:00,1699315200000,0.881,0.686,0.006
2023-11-08T00:00:00,1699401600000,0.848,-3.746,-0.033
2023-11-09T00:00:00,1699488000000,0.84,-0.943,-0.008
2023-11-10T00:00:00,1699574400000,0.857,2.024,0.017
2023-11-13T00:00:00,1699833600000,0.876,2.217,0.019
2023-11-14T00:00:00,1699920000000,0.856,-2.283,-0.02
2023-11-15T00:00:00,1700006400000,0.8,-6.542,-0.056
2023-11-16T00:00:00,1700092800000,0.789,-1.375,-0.011
