date,x_ju,y_ju,p_ju,n_ju
2023-10-26T00:00:00,1698278400000,150.38,0.113,0.17
2023-10-27T00:00:00,1698364800000,149.6,-0.519,-0.78
2023-10-30T00:00:00,1698624000000,149.1,-0.334,-0.5
2023-10-31T00:00:00,1698710400000,151.67,1.724,2.57
2023-11-01T00:00:00,1698796800000,150.95,-0.475,-0.72
2023-11-02T00:00:00,1698883200000,150.44,-0.338,-0.51
2023-11-03T00:00:00,1698969600000,149.37,-0.711,-1.07
2023-11-06T00:00:00,1699228800000,150.07,0.469,0.7
2023-11-07T00:00:00,1699315200000,150.34,0.18,0.27
2023-11-08T00:00:00,1699401600000,150.97,0.419,0.63
2023-11-09T00:00:00,1699488000000,151.34,0.245,0.37
2023-11-10T00:00:00,1699574400000,151.5,0.106,0.16
2023-11-13T00:00:00,1699833600000,151.71,0.139,0.21
2023-11-14T00:00:00,1699920000000,150.38,-0.877,-1.33
2023-11-15T00:00:00,1700006400000,151.35,0.645,0.97
2023-11-16T00:00:00,1700092800000,151.222,-0.085,-0.128
